시도,설립별,기관명,장애영역,교장명,교장실,행정실,교무실,팩스,우편번호,주소,홈페이지
충북,사립,꽃동네학교,지적장애,김봉수,043-882-5811,043-882-7700,043-882-5813,043-882-9500,27736,"충청북도 음성군 맹동면 원중로1119번길 42 꽃동네학교 (맹동면,꽃동네학교)",school.cbe.go.kr/kkot-s
충북,사립,청암학교,지적장애,국인숙,043-649-0210,043-649-0222,043-649-0214,043-649-0229,27130,"충청북도 제천시 의병대로45길 58 , 청암학교 (흑석동) 45-1",school.cbe.go.kr/cheongam-s
충북,사립,숭덕학교,지체장애,선종석,043-852-6944,043-852-6942,043-852-6943,043-848-5781,27431,"충청북도 충주시 충원대로 490 , 숭덕학교 (봉방동)",school.cbe.go.kr/sungdeok-s
충북,사립,청주성신학교,정서장애,오경옥,043-266-7975,043-265-7976,043-266-7976,043-232-4475,28371,"충청북도 청주시 흥덕구 서부로 837-42 (현암동, 청주성신학교)",school.cbe.go.kr/cjss
충남,공립,공주정명학교,지적장애,박용주,041-857-1822,041-857-2062,041-857-1522,041-857-0845,32590,"충청남도 공주시 장척로 116-14 (송선동, 공주정명학교)",www.gjm.cnesc.kr
충남,공립,당진꿈나래학교,지적장애,문영옥,041-359-1001,041-359-1004,041-359-1000,041-362-8861,31811,"충청남도 당진시 합덕읍 면천로 1590 (합덕읍, 당진꿈나래학교)",ggumnarae.cnesc.kr/main.do
충남,공립,서산성봉학교,지적장애,이종권,041-660-2901,041-660-2920,041-660-2900,041-669-2263,31929,"충청남도 서산시 성연면 명천1길 181-16 (성연면, 서산성봉학교)",www.seongbong.cnesc.kr
충남,공립,성광온누리학교,지적장애,송선옥,041-981-0000,041-981-0015,041-981-0003,041-736-4800,32928,"충청남도 논산시 성동면 병촌길 89 (성동면, 성광온누리학교)",www.son.cnesc.kr
충남,공립,아산성심학교,지적장애,박일순,041-541-8792,041-541-8790,041-541-8794,041-541-0101,31546,충청남도 아산시 선장면 아산만로 368 (선장면),asansungsim.cnesc.kr
충남,공립,예산꿈빛학교,지적장애,김성희,041-339-2210,041-339-2202,041-339-2200,041-339-2295,32411,"충청남도 예산군 봉산면 하평1길 38 (봉산면, 예산꿈빛학교)",www.yesanggumbit.cnesc.kr
충남,공립,천안늘해랑학교,지적장애,정태수,041-417-2501,041-417-2502,041-417-2500,041-554-2501,31256,"충청남도 천안시 동남구 병천면 유관순길 86 , (병천면, 천안늘해랑학교)",www.neulhaerang.caesc.kr
충남,공립,천안인애학교,지적장애,김선태,041-629-9010,041-629-9000,041-629-9018,041-583-0868,31048,"충청남도 천안시 서북구 성거읍 봉주로 229 (성거읍, 천안인애학교)",www.inae.caesc.kr
충남,사립,보령정심학교,지적장애,정수영,041-934-2955,041-933-1714,041-931-1715,041-932-7452,33447,"충청남도 보령시 주교면 보령북로 404 , 보령정심학교 (주교면)",www.jeongsim.cnesc.kr
충남,사립,나사렛새꿈학교,지체장애,정영숙,041-579-1297,041-579-1295,041-579-1296,041-579-1298,31172,충청남도 천안시 서북구 월봉로 48 나사렛새꿈학교 (쌍용동),www.ns.caesc.kr
전북,공립,전주선화학교,청각장애,박순희,063-220-0500,063-220-0581,063-220-0512,063-220-0522,54880,"전라북도 전주시 완산구 효자로 39 (효자동3가, 전주선화학교)",www.sunhwa.sc.kr
전북,공립,군산명화학교,지적장애,전난주,063-465-7393,063-465-7394,063-462-2159,063-461-2462,54129,"전라북도 군산시 상나운1길 37 (나운동, 군산명화학교)",myounghwa.sc.kr
전북,공립,다솜학교,지적장애,김연우,063-530-4500,063-530-4501,063-530-4551,063-530-4570,56209,"전라북도 정읍시 정읍남로 1146 (과교동, 다솜학교)",dasom.sc.kr
전북,공립,전주유화학교,지적장애,정춘옥,063-253-1252,063-253-0686,063-253-1238,063-253-2012,54927,"전라북도 전주시 덕진구 모래내6길 26-16 (인후동2가, 전주유화학교)",www.yoohwa.sc.kr
전북,공립,전주은화학교,지적장애,박효수,063-220-0901,063-220-0903,063-220-0902,063-226-0613,55068,"전라북도 전주시 완산구 효자로 28-20 (효자동3가, 전주은화학교)",www.eunhwa.sc.kr
전북,공립,한울학교,지적장애,김정자,063-630-6301,063-630-6304,063-630-6341,063-634-2010,55723,전라북도 남원시 이백면 이백로 315 한울학교 (이백면),www.hanul.sc.kr
전북,사립,전북맹아학교,시각장애,정문수,063-834-1763,063-835-0646,063-833-2621,063-831-0454,54590,"전라북도 익산시 서동로46길 41 , 전북맹아학교 (석암동)",www.jbb.sc.kr
전북,사립,전북혜화학교,지적장애,유재란,063-839-5300,063-839-5305,063-839-5312,063-839-5307,54570,"전라북도 익산시 덕기길 77 (덕기동, 사회복지법인창혜복지재단) 전북혜화학교",www.hyehwa.sc.kr
전북,사립,동암차돌학교,지체장애,남철호,063-223-4447,063-223-4444,063-223-4443,063-221-4449,55069,전라북도 전주시 완산구 천잠로 275 동암차돌학교(효자동3가) 1215-5번지,www.dongamchadol.sc.kr
전북,사립,전북푸른학교,지체장애,최춘규,063-263-2601,063-263-2602,063-263-2600,063-263-2603,55310,"전라북도 완주군 고산면 대아저수로 157-11 , 전북푸른학교 (고산면, 전북푸른학교)",https://school.jbedu.kr/jbpr
전남,공립,광양햇살학교,지적장애,조남준,061-798-6410,061-798-6411,061-798-6400,061-761-6413,57704,"전라남도 광양시 옥룡면 옥동길 14 (옥룡면, 광양햇살학교)",haetsal.sc.jne.kr
전남,공립,나주이화학교,지적장애,이현희,061-334-9031,061-334-0991,061-334-9033,061-334-0995,58213,"전라남도 나주시 산포면 세남로 1354 (산포면, 나주이화학교)",https://ihwa.sc.jne.kr
전남,공립,순천선혜학교,지적장애,옥윤옥,061-721-2003,061-721-2002,061-721-2001,061-721-4095,57934,"전라남도 순천시 비봉길 100 , 순천선혜학교 (조례동)",seonhye.sc.jne.kr
전남,공립,여수여명학교,지적장애,이인,061-808-3800,061-808-3812,061-808-3804,061-808-3875,59656,"전라남도 여수시 소라면 화양로 1965 (소라면, 여수여명학교)",yeomyeong.sc.jne.kr
전남,사립,은광학교,시각장애,제도현,061-813-3001,061-462-5602,061-462-4714,061-462-4715,58447,"전라남도 영암군 삼호읍 신호정길 43-17 (삼호읍, 은광학교)",eungwang21.sc.jne.kr
전남,사립,소림학교,청각장애,임명숙,061-462-5533,061-462-5531,061-462-5532,061-462-5535,58464,"전라남도 영암군 삼호읍 저두길 65-7 (삼호읍, 소림학교)",sorim.sc.jne.kr
전남,사립,덕수학교,지적장애,이명옥,061-433-4902,061-432-4900,061-432-4901,061-432-3686,59202,"전라남도 강진군 성전면 예향로 181-13 (성전면, 덕수학교)",duksu.sc.jne.kr
전남,사립,목포인성학교,지적장애,신호규,061-801-0320,061-801-0300,061-801-0310,061-801-0398,58606,"전라남도 목포시 영산로692번길 12-7 , 목포인성학교 (석현동)",www.mpinsung.sc.jne.kr
전남,사립,함평영화학교,지적장애,전승주,061-323-9888,061-323-9887,061-323-9889,061-323-9779,57135,전라남도 함평군 함평읍 한나리길 10-25 (함평읍),yh.sc.jne.kr
경북,공립,경산자인학교,지적장애,김명하,053-859-5601,053-859-5900,053-859-5600,053-856-4200,38574,경상북도 경산시 자인면 원효로156길 83,gsjain.school.gyo6.net
경북,공립,경희학교,지적장애,조승태,054-749-1543,054-749-1542,054-749-1541,054-624-1541,38110,"경상북도 경주시 초당길15번길 15 , 경희학교 (동천동)",school.gyo6.net/gyeonghui
경북,공립,상희학교,지적장애,신춘회,054-534-8793,054-534-8790,054-534-8791,054-534-8792,37211,"경상북도 상주시 상서문1길 99 (남성동,상희학교)",school.gyo6.net/sangheesc
경북,사립,경북영광학교,지적장애,강진순,054-331-6502,054-331-6503,054-331-6501,054-331-6504,38909,"경상북도 영천시 북안면 신평탑골길 4 (북안면, 경북영광학교)",school.gyo6.net/kbyk
경북,사립,구미혜당학교,지적장애,박현숙,054-455-1729,054-455-1727,054-455-1728,054-452-3114,39192,"경상북도 구미시 선산대로 129-1 (지산동, 구미혜당학교)",school.gyo6.net/hyedangsc
경북,사립,안동영명학교,지적장애,이관희,054-841-9203,054-841-8200,054-841-8201,054-841-9663,36614,"경상북도 안동시 북후면 산약길 12 , 안동영명학교 (북후면)",school.gyo6.net/andongsc
경북,사립,포항명도학교,지적장애,김재규,054-248-5372,054-248-5371,054-248-5370,054-248-5374,37642,"경상북도 포항시 북구 소티재로 133 (우현동, 포항명도학교)",school.gyo6.net/phmd
경북,사립,안동진명학교,정서장애,손진혁,054-852-3280,054-852-3282,054-854-4301,054-854-2638,36654,"경상북도 안동시 평화7길 33 (평화동, 안동진명학교)",school.gyo6.net/adjm
경남,공립,거창나래학교,지적장애,함영희,055-808-8302,055-808-8300,055-808-8301,055-808-8305,50109,"경상남도 거창군 마리면 송림길 52 , 거창나래학교 (마리면, 거창나래학교)",gcnarae-s.gne.go.kr
경남,공립,경남혜림학교,지적장애,손영숙,055-290-4301,055-290-4200,055-290-4300,055-292-1208,51208,"경상남도 창원시 마산회원구 합성북2길 48 (합성동, 경남혜림학교)",hyerim-s.gne.go.kr
경남,공립,김해은혜학교,지적장애,박미정,055-324-5526,055-324-5488,055-324-5540,055-324-5306,51010,"경상남도 김해시 화목로 180 (화목동, 김해은혜학교)",eunhye-s.gne.go.kr
경남,공립,밀양아리솔학교,지적장애,정승욱,055-391-2310,055-391-2300,055-391-2315,055-391-2320,50455,"경상남도 밀양시 초동면 성만남전로 25 , 밀양아리솔학교 (초동면)",arisol-s.gne.go.kr
경남,공립,양산희망학교,지적장애,박영식,055-374-4219,055-374-4211,055-374-4217,055-374-3712,50579,"경상남도 양산시 상북면 충렬로 993-25 (상북면, 양산희망학교)",huimang-s.gne.go.kr
경남,공립,의령은광학교,지적장애,시옥순,055-572-8437,055-572-8436,055-572-8435,055-572-8439,52133,"경상남도 의령군 가례면 홍의로 236 , 의령은광학교 (가례면)",eungwang-s.gne.go.kr
경남,공립,진주혜광학교,지적장애,박현옥,055-760-5104,055-761-6673,055-760-5110,055-761-7527,52834,경상남도 진주시 문산읍 월아산로1048번길 36 (문산읍) 진주혜광학교,hyegwang-s.gne.go.kr
경남,공립,창원천광학교,지적장애,김영미,055-261-3097,055-283-3097,055-283-2997,055-283-3155,51500,경상남도 창원시 성산구 원이대로878번길 20 (가음동),cheongwang-s.gne.go.kr
경남,공립,통영잠포학교,지적장애,박용학,055-646-9895,055-645-7707,055-646-9896,055-645-4565,53003,"경상남도 통영시 도산면 도산일주로 1705 , 통영잠포학교 (도산면, 통영시잠포학교)",tyjampo-s.gne.go.kr
경남,사립,거제애광학교,지적장애,강욱희,055-681-0125,055-681-7527,055-681-7526,055-682-3380,53321,"경상남도 거제시 거제대로 3063 , (장승포동, 거제애광학교)",aikwang-s.gne.go.kr
경남,사립,창원동백학교,지적장애,이금주,055-223-5811,055-223-5810,055-223-2900,055-223-5812,51783,"경상남도 창원시 마산합포구 구산면 반동길 370 (구산면, 창원동백학교)",dongbaek-s.gne.go.kr
제주,공립,서귀포온성학교,지적장애,김빛나,064-760-8001,064-760-8030,064-760-8000,064-767-8014,63582,"제주특별자치도 서귀포시 516로 447-10 , 서귀포온성학교 (상효동)",onseong.jje.sc.kr
제주,공립,제주영지학교,지체장애,양복만,064-728-1110,064-728-1100,064-728-1120,064-757-0840,63245,"제주특별자치도 제주시 간월동로3길 15 (이도이동, 제주영지학교)",https://youngji.jje.sc.kr
제주,사립,제주영송학교,지적장애,백차기,064-740-3701,064-748-2065,064-748-2064,064-747-5758,63062,제주특별자치도 제주시 애월읍 광령중길 126-3 제주영송학교,https://youngsong.jje.sc.kr
